starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 19 17:55:56 2022	1642604156	33	34	67	24
Wed Jan 19 17:55:54 2022	1642604154	24	43	67	24
Wed Jan 19 17:56:03 2022	1642604163	10	57	67	27
Wed Jan 19 17:56:03 2022	1642604163	0	67	67	40
Wed Jan 19 17:55:53 2022	1642604153	29	38	67	27
Wed Jan 19 17:56:01 2022	1642604161	39	28	67	16
Wed Jan 19 17:56:02 2022	1642604162	47	20	67	19
Wed Jan 19 17:55:56 2022	1642604156	45	22	67	20
Wed Jan 19 17:56:06 2022	1642604166	40	28	67	23
Wed Jan 19 17:56:02 2022	1642604162	27	40	67	30
Wed Jan 19 17:55:56 2022	1642604156	12	55	67	33
Wed Jan 19 17:56:00 2022	1642604160	39	28	67	20
Wed Jan 19 17:55:59 2022	1642604159	22	45	67	36
Wed Jan 19 17:56:04 2022	1642604164	2	65	67	35
Wed Jan 19 17:55:56 2022	1642604156	27	40	67	36
Wed Jan 19 17:56:01 2022	1642604161	38	29	67	15
Wed Jan 19 17:55:59 2022	1642604159	31	36	67	12
Wed Jan 19 17:55:57 2022	1642604157	38	29	67	15
Wed Jan 19 17:55:59 2022	1642604159	30	37	67	14
Wed Jan 19 17:55:56 2022	1642604156	27	40	67	35
Wed Jan 19 17:55:59 2022	1642604159	31	37	67	13
Wed Jan 19 17:55:56 2022	1642604156	34	33	67	18
Wed Jan 19 17:55:59 2022	1642604159	31	36	67	13
Wed Jan 19 17:55:58 2022	1642604158	21	46	67	22
Wed Jan 19 17:56:03 2022	1642604163	24	43	67	36
Wed Jan 19 17:55:57 2022	1642604157	39	29	67	13
Wed Jan 19 17:55:53 2022	1642604153	28	39	67	28
Wed Jan 19 17:56:01 2022	1642604161	40	27	67	19
Wed Jan 19 17:55:57 2022	1642604157	40	27	67	12
Wed Jan 19 17:55:57 2022	1642604157	40	27	67	13
Wed Jan 19 17:56:03 2022	1642604163	13	54	67	41
Wed Jan 19 17:55:57 2022	1642604157	39	29	67	15
Wed Jan 19 17:56:03 2022	1642604163	33	34	67	30
Wed Jan 19 17:55:53 2022	1642604153	22	45	67	20
Wed Jan 19 17:56:06 2022	1642604166	24	43	67	21
Wed Jan 19 17:55:57 2022	1642604157	40	27	67	13
Wed Jan 19 17:55:57 2022	1642604157	40	27	67	13
Wed Jan 19 17:55:53 2022	1642604153	22	45	67	38
Wed Jan 19 17:56:02 2022	1642604162	19	48	67	28
Wed Jan 19 17:56:01 2022	1642604161	30	37	67	28
Wed Jan 19 17:56:01 2022	1642604161	27	40	67	35
Wed Jan 19 17:55:57 2022	1642604157	40	27	67	12
Wed Jan 19 17:55:59 2022	1642604159	22	45	67	36
Wed Jan 19 17:56:00 2022	1642604160	29	38	67	23
Wed Jan 19 17:55:56 2022	1642604156	20	47	67	33
Wed Jan 19 17:56:01 2022	1642604161	28	40	67	35
Wed Jan 19 17:56:01 2022	1642604161	0	67	67	46
Wed Jan 19 17:55:54 2022	1642604154	33	34	67	21
Wed Jan 19 17:55:58 2022	1642604158	21	46	67	29
Wed Jan 19 17:56:00 2022	1642604160	17	50	67	30
Wed Jan 19 17:56:02 2022	1642604162	49	18	67	5
Wed Jan 19 17:56:01 2022	1642604161	31	37	67	27
Wed Jan 19 17:56:02 2022	1642604162	23	44	67	33
Wed Jan 19 17:55:56 2022	1642604156	36	31	67	12
Wed Jan 19 17:56:02 2022	1642604162	41	26	67	5
Wed Jan 19 17:56:06 2022	1642604166	1	66	67	54
Wed Jan 19 17:56:00 2022	1642604160	28	40	67	30
Wed Jan 19 17:55:57 2022	1642604157	23	44	67	42
Wed Jan 19 17:56:06 2022	1642604166	32	35	67	18
Wed Jan 19 17:56:04 2022	1642604164	32	35	67	24
Wed Jan 19 17:55:55 2022	1642604155	9	58	67	52
Wed Jan 19 17:56:00 2022	1642604160	35	32	67	20
Wed Jan 19 17:55:58 2022	1642604158	18	49	67	48
Wed Jan 19 17:56:01 2022	1642604161	34	33	67	28
Wed Jan 19 17:55:53 2022	1642604153	22	46	67	20
Wed Jan 19 17:55:57 2022	1642604157	21	46	67	43
Wed Jan 19 17:55:54 2022	1642604154	31	36	67	18
Wed Jan 19 17:55:59 2022	1642604159	25	42	67	25
Wed Jan 19 17:56:01 2022	1642604161	26	41	67	31
Wed Jan 19 17:55:53 2022	1642604153	19	48	67	32
Wed Jan 19 17:56:00 2022	1642604160	9	58	67	38
Wed Jan 19 17:56:01 2022	1642604161	14	54	67	46
Wed Jan 19 17:56:04 2022	1642604164	13	54	67	32
Wed Jan 19 17:56:00 2022	1642604160	29	38	67	29
Wed Jan 19 17:55:59 2022	1642604159	32	35	67	11
Wed Jan 19 17:56:01 2022	1642604161	27	41	67	36
Wed Jan 19 17:55:56 2022	1642604156	19	48	67	32
Wed Jan 19 17:56:04 2022	1642604164	20	48	67	37
Wed Jan 19 17:55:57 2022	1642604157	6	61	67	39
Wed Jan 19 17:56:01 2022	1642604161	3	64	67	64
Wed Jan 19 17:55:56 2022	1642604156	27	40	67	22
Wed Jan 19 17:56:02 2022	1642604162	21	46	67	29
Wed Jan 19 17:56:01 2022	1642604161	39	28	67	17
Wed Jan 19 17:55:59 2022	1642604159	33	35	67	10
Wed Jan 19 17:55:59 2022	1642604159	31	36	67	13
Wed Jan 19 17:56:01 2022	1642604161	39	28	67	16
Wed Jan 19 17:56:01 2022	1642604161	27	40	67	35
Wed Jan 19 17:55:54 2022	1642604154	34	34	67	21
Wed Jan 19 17:55:56 2022	1642604156	24	43	67	39
Wed Jan 19 17:55:55 2022	1642604155	25	42	67	24
Wed Jan 19 17:55:57 2022	1642604157	39	29	67	15
Wed Jan 19 17:55:53 2022	1642604153	45	23	67	19
Wed Jan 19 17:55:55 2022	1642604155	21	46	67	40
Wed Jan 19 17:56:01 2022	1642604161	15	52	67	46
Wed Jan 19 17:55:52 2022	1642604152	28	39	67	29
Wed Jan 19 17:56:01 2022	1642604161	24	43	67	21
Wed Jan 19 17:56:01 2022	1642604161	29	38	67	28
Wed Jan 19 17:55:54 2022	1642604154	34	33	67	21
Wed Jan 19 17:56:05 2022	1642604165	31	36	67	19
Wed Jan 19 17:55:58 2022	1642604158	8	60	67	46
Wed Jan 19 17:55:55 2022	1642604155	44	24	67	17
Wed Jan 19 17:55:55 2022	1642604155	24	43	67	24
Wed Jan 19 17:56:05 2022	1642604165	37	31	67	17
Wed Jan 19 17:56:00 2022	1642604160	20	48	67	24
Wed Jan 19 17:56:03 2022	1642604163	34	34	67	22
Wed Jan 19 17:55:56 2022	1642604156	30	38	67	28
Wed Jan 19 17:56:01 2022	1642604161	29	38	67	32
Wed Jan 19 17:55:54 2022	1642604154	10	57	67	54
Wed Jan 19 17:56:04 2022	1642604164	39	29	67	26
Wed Jan 19 17:56:06 2022	1642604166	32	36	67	29
Wed Jan 19 17:55:56 2022	1642604156	34	33	67	17
Wed Jan 19 17:55:56 2022	1642604156	16	52	67	34
Wed Jan 19 17:55:57 2022	1642604157	38	30	67	16
Wed Jan 19 17:56:03 2022	1642604163	23	45	67	23
Wed Jan 19 17:56:06 2022	1642604166	24	44	67	36
Wed Jan 19 17:55:55 2022	1642604155	11	56	67	47
Wed Jan 19 17:55:56 2022	1642604156	36	31	67	13
Wed Jan 19 17:55:53 2022	1642604153	45	23	67	19
Wed Jan 19 17:56:02 2022	1642604162	39	28	67	22
Wed Jan 19 17:55:56 2022	1642604156	26	41	67	32
Wed Jan 19 17:56:00 2022	1642604160	38	30	67	24
Wed Jan 19 17:55:55 2022	1642604155	36	32	67	27
Wed Jan 19 17:55:53 2022	1642604153	32	35	67	31
Wed Jan 19 17:55:53 2022	1642604153	45	22	67	19
Wed Jan 19 17:55:54 2022	1642604154	32	35	67	19
Wed Jan 19 17:56:01 2022	1642604161	23	44	67	39
Wed Jan 19 17:56:02 2022	1642604162	33	34	67	26
Wed Jan 19 17:56:01 2022	1642604161	24	44	67	35
Wed Jan 19 17:56:02 2022	1642604162	37	30	67	13
Wed Jan 19 17:55:55 2022	1642604155	25	43	67	27
Wed Jan 19 17:55:58 2022	1642604158	19	48	67	26
Wed Jan 19 17:55:55 2022	1642604155	13	54	67	37
Wed Jan 19 17:56:07 2022	1642604167	15	53	67	30
Wed Jan 19 17:56:02 2022	1642604162	32	35	67	28
Wed Jan 19 17:55:57 2022	1642604157	38	29	67	17
Wed Jan 19 17:55:56 2022	1642604156	28	40	67	21
Wed Jan 19 17:56:00 2022	1642604160	39	28	67	21
Wed Jan 19 17:55:54 2022	1642604154	24	43	67	24
Wed Jan 19 17:55:58 2022	1642604158	18	49	67	32
Wed Jan 19 17:56:03 2022	1642604163	28	39	67	34
Wed Jan 19 17:55:52 2022	1642604152	36	32	67	13
Wed Jan 19 17:56:05 2022	1642604165	35	32	67	27
Wed Jan 19 17:56:06 2022	1642604166	39	28	67	18
Wed Jan 19 17:56:06 2022	1642604166	31	36	67	29
Wed Jan 19 17:56:00 2022	1642604160	30	38	67	16
Wed Jan 19 17:55:57 2022	1642604157	24	43	67	35
Wed Jan 19 17:55:57 2022	1642604157	6	61	67	40
Wed Jan 19 17:55:54 2022	1642604154	34	33	67	21
Wed Jan 19 17:56:06 2022	1642604166	17	50	67	32
Wed Jan 19 17:56:02 2022	1642604162	29	38	67	18
Wed Jan 19 17:55:59 2022	1642604159	34	34	67	9
Wed Jan 19 17:55:56 2022	1642604156	21	47	67	27
Wed Jan 19 17:55:53 2022	1642604153	22	46	67	38
Wed Jan 19 17:55:54 2022	1642604154	20	47	67	37
Wed Jan 19 17:55:56 2022	1642604156	25	43	67	30
Wed Jan 19 17:56:02 2022	1642604162	35	32	67	31
Wed Jan 19 17:56:04 2022	1642604164	15	52	67	26
Wed Jan 19 17:56:01 2022	1642604161	10	57	67	54
Wed Jan 19 17:56:04 2022	1642604164	35	33	67	21
Wed Jan 19 17:55:53 2022	1642604153	33	34	67	27
Wed Jan 19 17:56:01 2022	1642604161	27	40	67	35
Wed Jan 19 17:56:01 2022	1642604161	42	26	67	25
Wed Jan 19 17:56:05 2022	1642604165	36	32	67	27
Wed Jan 19 17:56:02 2022	1642604162	29	38	67	17
Wed Jan 19 17:55:56 2022	1642604156	21	47	67	28
Wed Jan 19 17:55:55 2022	1642604155	55	13	68	11
Wed Jan 19 17:55:57 2022	1642604157	32	35	68	27
Wed Jan 19 17:55:55 2022	1642604155	8	59	68	58
Wed Jan 19 17:56:05 2022	1642604165	24	44	68	37
Wed Jan 19 17:56:01 2022	1642604161	10	57	68	54
Wed Jan 19 17:56:01 2022	1642604161	36	32	68	28
Wed Jan 19 17:55:58 2022	1642604158	21	46	68	22
Wed Jan 19 17:55:54 2022	1642604154	35	33	68	21
Wed Jan 19 17:55:55 2022	1642604155	27	41	68	30
Wed Jan 19 17:56:07 2022	1642604167	19	48	68	31
Wed Jan 19 17:56:03 2022	1642604163	30	38	68	34
Wed Jan 19 17:55:54 2022	1642604154	1	66	68	42
Wed Jan 19 17:56:06 2022	1642604166	1	66	68	41
Wed Jan 19 17:56:00 2022	1642604160	30	38	68	36
Wed Jan 19 17:55:54 2022	1642604154	23	44	68	43
Wed Jan 19 17:56:02 2022	1642604162	48	20	68	19
Wed Jan 19 17:56:00 2022	1642604160	29	39	68	29
Wed Jan 19 17:56:03 2022	1642604163	22	45	68	20
Wed Jan 19 17:55:54 2022	1642604154	31	37	68	27
Wed Jan 19 17:56:06 2022	1642604166	25	43	68	33
Wed Jan 19 17:56:00 2022	1642604160	25	43	68	35
Wed Jan 19 17:56:03 2022	1642604163	36	32	68	22
Wed Jan 19 17:55:54 2022	1642604154	34	34	68	18
Wed Jan 19 17:55:53 2022	1642604153	22	46	68	20
Wed Jan 19 17:56:02 2022	1642604162	32	35	68	28
Wed Jan 19 17:56:06 2022	1642604166	1	66	68	41
Wed Jan 19 17:56:01 2022	1642604161	34	34	68	28
Wed Jan 19 17:55:52 2022	1642604152	28	40	68	29
Wed Jan 19 17:56:00 2022	1642604160	18	50	68	44
Wed Jan 19 17:56:02 2022	1642604162	41	27	68	15
Wed Jan 19 17:56:06 2022	1642604166	31	37	68	29
Wed Jan 19 17:55:54 2022	1642604154	7	61	68	57
Wed Jan 19 17:56:05 2022	1642604165	20	47	68	28
Wed Jan 19 17:55:55 2022	1642604155	8	60	68	43
Wed Jan 19 17:55:56 2022	1642604156	45	22	68	20
Wed Jan 19 17:55:56 2022	1642604156	15	52	68	33
Wed Jan 19 17:56:03 2022	1642604163	13	55	68	41
Wed Jan 19 17:55:56 2022	1642604156	21	47	68	28
Wed Jan 19 17:55:56 2022	1642604156	40	28	68	8
Wed Jan 19 17:56:04 2022	1642604164	20	47	68	37
Wed Jan 19 17:56:06 2022	1642604166	40	28	68	23
Wed Jan 19 17:55:55 2022	1642604155	34	34	68	29
Wed Jan 19 17:56:00 2022	1642604160	28	40	68	30
Wed Jan 19 17:55:54 2022	1642604154	32	36	68	25
Wed Jan 19 17:56:06 2022	1642604166	9	59	68	36
Wed Jan 19 17:56:01 2022	1642604161	31	37	68	28
Wed Jan 19 17:56:05 2022	1642604165	33	35	68	20
Wed Jan 19 17:56:04 2022	1642604164	39	29	68	21
Wed Jan 19 17:56:02 2022	1642604162	17	51	68	29
Wed Jan 19 17:55:56 2022	1642604156	13	55	68	33
Wed Jan 19 17:56:06 2022	1642604166	27	41	68	30
Wed Jan 19 17:55:56 2022	1642604156	21	46	68	28
Wed Jan 19 17:56:03 2022	1642604163	23	45	68	23
Wed Jan 19 17:56:01 2022	1642604161	24	44	68	21
Wed Jan 19 17:55:57 2022	1642604157	5	63	68	41
Wed Jan 19 17:55:53 2022	1642604153	31	37	68	32
Wed Jan 19 17:56:04 2022	1642604164	3	65	68	26
Wed Jan 19 17:56:06 2022	1642604166	1	66	68	42
Wed Jan 19 17:55:56 2022	1642604156	24	44	68	38
Wed Jan 19 17:56:01 2022	1642604161	14	54	68	46
Wed Jan 19 17:55:55 2022	1642604155	11	57	68	55
Wed Jan 19 17:56:01 2022	1642604161	0	68	68	46
Wed Jan 19 17:56:00 2022	1642604160	20	48	68	24
Wed Jan 19 17:55:56 2022	1642604156	26	41	68	32
Wed Jan 19 17:56:03 2022	1642604163	23	45	68	22
Wed Jan 19 17:56:00 2022	1642604160	28	40	68	31
Wed Jan 19 17:55:54 2022	1642604154	33	35	68	18
Wed Jan 19 17:56:03 2022	1642604163	21	47	68	40
Wed Jan 19 17:55:56 2022	1642604156	20	48	68	32
Wed Jan 19 17:56:04 2022	1642604164	20	48	68	37
Wed Jan 19 17:55:53 2022	1642604153	23	45	68	39
Wed Jan 19 17:55:56 2022	1642604156	24	44	68	30
Wed Jan 19 17:55:57 2022	1642604157	24	44	68	42
Wed Jan 19 17:56:03 2022	1642604163	36	31	68	23
Wed Jan 19 17:55:55 2022	1642604155	36	32	68	28
Wed Jan 19 17:55:53 2022	1642604153	29	39	68	37
Wed Jan 19 17:55:53 2022	1642604153	32	36	68	31
Wed Jan 19 17:56:05 2022	1642604165	30	38	68	28
Wed Jan 19 17:56:06 2022	1642604166	23	44	68	34
Wed Jan 19 17:55:56 2022	1642604156	19	49	68	32
Wed Jan 19 17:56:05 2022	1642604165	32	36	68	19
Wed Jan 19 17:56:04 2022	1642604164	17	51	68	38
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:55:56 2022	1642604156	30	37	68	23
Wed Jan 19 17:55:55 2022	1642604155	29	39	68	29
Wed Jan 19 17:56:00 2022	1642604160	39	29	68	21
Wed Jan 19 17:55:54 2022	1642604154	31	37	68	25
Wed Jan 19 17:55:52 2022	1642604152	36	32	68	13
Wed Jan 19 17:56:00 2022	1642604160	40	28	68	26
Wed Jan 19 17:55:58 2022	1642604158	17	51	68	33
Wed Jan 19 17:56:03 2022	1642604163	34	34	68	22
Wed Jan 19 17:56:03 2022	1642604163	35	32	68	22
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:56:07 2022	1642604167	11	56	68	28
Wed Jan 19 17:55:54 2022	1642604154	7	61	68	58
Wed Jan 19 17:55:56 2022	1642604156	39	29	68	26
Wed Jan 19 17:56:02 2022	1642604162	36	32	68	21
Wed Jan 19 17:56:02 2022	1642604162	28	40	68	30
Wed Jan 19 17:56:02 2022	1642604162	42	26	68	13
Wed Jan 19 17:55:55 2022	1642604155	25	43	68	24
Wed Jan 19 17:56:01 2022	1642604161	23	45	68	30
Wed Jan 19 17:55:58 2022	1642604158	15	53	68	46
Wed Jan 19 17:56:01 2022	1642604161	20	48	68	36
Wed Jan 19 17:56:06 2022	1642604166	7	61	68	35
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:56:01 2022	1642604161	24	44	68	33
Wed Jan 19 17:55:58 2022	1642604158	13	55	68	38
Wed Jan 19 17:55:55 2022	1642604155	8	60	68	58
Wed Jan 19 17:55:54 2022	1642604154	21	46	68	42
Wed Jan 19 17:55:53 2022	1642604153	33	35	68	30
Wed Jan 19 17:55:55 2022	1642604155	55	13	68	11
Wed Jan 19 17:55:55 2022	1642604155	25	43	68	28
Wed Jan 19 17:55:56 2022	1642604156	20	48	68	33
Wed Jan 19 17:56:06 2022	1642604166	24	44	68	36
Wed Jan 19 17:56:01 2022	1642604161	42	26	68	25
Wed Jan 19 17:56:05 2022	1642604165	20	48	68	44
Wed Jan 19 17:55:58 2022	1642604158	21	47	68	23
Wed Jan 19 17:56:05 2022	1642604165	33	34	68	20
Wed Jan 19 17:55:52 2022	1642604152	22	46	68	40
Wed Jan 19 17:55:54 2022	1642604154	21	47	68	37
Wed Jan 19 17:56:04 2022	1642604164	39	29	68	26
Wed Jan 19 17:56:02 2022	1642604162	19	48	68	40
Wed Jan 19 17:56:02 2022	1642604162	42	26	68	13
Wed Jan 19 17:55:54 2022	1642604154	7	60	68	58
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:55:54 2022	1642604154	27	41	68	34
Wed Jan 19 17:55:52 2022	1642604152	22	45	68	39
Wed Jan 19 17:56:01 2022	1642604161	21	47	68	28
Wed Jan 19 17:56:07 2022	1642604167	18	50	68	31
Wed Jan 19 17:55:54 2022	1642604154	25	43	68	25
Wed Jan 19 17:55:52 2022	1642604152	23	45	68	39
Wed Jan 19 17:56:01 2022	1642604161	22	46	68	40
Wed Jan 19 17:56:06 2022	1642604166	39	29	68	21
Wed Jan 19 17:56:06 2022	1642604166	39	29	68	23
Wed Jan 19 17:55:53 2022	1642604153	20	48	68	32
Wed Jan 19 17:55:52 2022	1642604152	22	46	68	40
Wed Jan 19 17:55:56 2022	1642604156	21	47	68	28
Wed Jan 19 17:55:57 2022	1642604157	38	30	68	17
Wed Jan 19 17:56:06 2022	1642604166	39	29	68	18
Wed Jan 19 17:56:02 2022	1642604162	16	52	68	40
Wed Jan 19 17:56:06 2022	1642604166	30	38	68	25
Wed Jan 19 17:55:57 2022	1642604157	38	30	68	17
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:55:57 2022	1642604157	38	30	68	17
Wed Jan 19 17:55:52 2022	1642604152	21	47	68	38
Wed Jan 19 17:55:58 2022	1642604158	19	49	68	32
Wed Jan 19 17:55:54 2022	1642604154	35	33	68	25
Wed Jan 19 17:55:54 2022	1642604154	16	52	68	47
Wed Jan 19 17:55:59 2022	1642604159	35	33	68	8
Wed Jan 19 17:56:05 2022	1642604165	31	37	68	27
Wed Jan 19 17:56:03 2022	1642604163	13	55	68	42
Wed Jan 19 17:56:00 2022	1642604160	42	26	68	25
Wed Jan 19 17:56:01 2022	1642604161	21	47	68	28
Wed Jan 19 17:56:01 2022	1642604161	23	45	68	30
Wed Jan 19 17:55:53 2022	1642604153	34	34	68	27
Wed Jan 19 17:56:01 2022	1642604161	16	52	68	46
Wed Jan 19 17:56:02 2022	1642604162	42	26	68	15
Wed Jan 19 17:56:00 2022	1642604160	10	58	68	38
Wed Jan 19 17:55:57 2022	1642604157	37	31	68	17
Wed Jan 19 17:56:00 2022	1642604160	28	40	68	30
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:55:55 2022	1642604155	13	55	68	37
Wed Jan 19 17:55:56 2022	1642604156	24	44	68	39
Wed Jan 19 17:56:02 2022	1642604162	37	31	68	13
Wed Jan 19 17:56:06 2022	1642604166	25	43	68	21
Wed Jan 19 17:55:55 2022	1642604155	11	57	68	25
Wed Jan 19 17:55:55 2022	1642604155	11	57	68	25
Wed Jan 19 17:56:00 2022	1642604160	38	30	68	24
Wed Jan 19 17:56:06 2022	1642604166	23	45	68	34
Wed Jan 19 17:56:06 2022	1642604166	32	36	68	25
Wed Jan 19 17:56:04 2022	1642604164	33	35	68	27
Wed Jan 19 17:56:02 2022	1642604162	41	27	68	14
Wed Jan 19 17:56:06 2022	1642604166	30	38	68	22
Wed Jan 19 17:56:06 2022	1642604166	28	40	68	22
Wed Jan 19 17:56:06 2022	1642604166	29	39	68	25
Wed Jan 19 17:55:53 2022	1642604153	24	44	68	35
Wed Jan 19 17:56:01 2022	1642604161	24	44	68	33
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:55:54 2022	1642604154	13	55	68	48
Wed Jan 19 17:56:06 2022	1642604166	27	41	68	21
Wed Jan 19 17:56:02 2022	1642604162	28	40	68	14
Wed Jan 19 17:56:02 2022	1642604162	48	20	68	19
Wed Jan 19 17:56:01 2022	1642604161	23	45	68	39
Wed Jan 19 17:56:02 2022	1642604162	22	46	68	30
Wed Jan 19 17:56:00 2022	1642604160	29	39	68	29
Wed Jan 19 17:55:57 2022	1642604157	16	52	68	51
Wed Jan 19 17:56:00 2022	1642604160	36	32	68	20
Wed Jan 19 17:56:00 2022	1642604160	30	38	68	36
Wed Jan 19 17:56:00 2022	1642604160	20	48	68	24
Wed Jan 19 17:55:54 2022	1642604154	23	45	68	43
Wed Jan 19 17:56:07 2022	1642604167	15	53	68	30
Wed Jan 19 17:55:54 2022	1642604154	19	49	68	21
Wed Jan 19 17:55:58 2022	1642604158	19	49	68	29
Wed Jan 19 17:55:52 2022	1642604152	21	47	68	40
Wed Jan 19 17:55:52 2022	1642604152	30	38	68	30
Wed Jan 19 17:56:00 2022	1642604160	39	29	68	21
Wed Jan 19 17:56:00 2022	1642604160	39	30	68	23
Wed Jan 19 17:55:59 2022	1642604159	24	44	68	25
Wed Jan 19 17:56:00 2022	1642604160	25	43	68	35
Wed Jan 19 17:55:56 2022	1642604156	46	22	68	20
Wed Jan 19 17:56:05 2022	1642604165	24	44	68	37
Wed Jan 19 17:56:06 2022	1642604166	2	66	68	42
Wed Jan 19 17:56:03 2022	1642604163	37	31	68	23
Wed Jan 19 17:56:02 2022	1642604162	19	49	68	39
Wed Jan 19 17:56:01 2022	1642604161	40	28	68	17
Wed Jan 19 17:56:06 2022	1642604166	30	38	68	21
Wed Jan 19 17:55:56 2022	1642604156	15	53	68	34
Wed Jan 19 17:56:00 2022	1642604160	42	26	68	25
Wed Jan 19 17:56:04 2022	1642604164	32	36	68	27
Wed Jan 19 17:55:56 2022	1642604156	38	30	68	25
Wed Jan 19 17:56:04 2022	1642604164	12	56	68	43
Wed Jan 19 17:56:06 2022	1642604166	3	65	68	42
Wed Jan 19 17:55:52 2022	1642604152	30	38	68	31
Wed Jan 19 17:55:54 2022	1642604154	10	58	68	54
Wed Jan 19 17:56:03 2022	1642604163	37	31	68	23
Wed Jan 19 17:55:54 2022	1642604154	27	41	68	28
Wed Jan 19 17:55:55 2022	1642604155	21	47	68	36
Wed Jan 19 17:56:04 2022	1642604164	33	35	68	27
Wed Jan 19 17:56:05 2022	1642604165	32	37	68	30
Wed Jan 19 17:56:05 2022	1642604165	33	35	68	30
Wed Jan 19 17:56:06 2022	1642604166	41	28	68	24
Wed Jan 19 17:56:01 2022	1642604161	42	26	68	12
Wed Jan 19 17:55:58 2022	1642604158	21	47	68	23
Wed Jan 19 17:56:06 2022	1642604166	36	32	68	24
Wed Jan 19 17:56:03 2022	1642604163	36	33	68	22
Wed Jan 19 17:56:02 2022	1642604162	27	41	68	30
Wed Jan 19 17:55:53 2022	1642604153	29	39	68	37
Wed Jan 19 17:55:55 2022	1642604155	8	60	68	59
Wed Jan 19 17:56:00 2022	1642604160	3	65	68	41
Wed Jan 19 17:56:01 2022	1642604161	41	27	68	19
Wed Jan 19 17:56:03 2022	1642604163	37	31	68	23
Wed Jan 19 17:55:58 2022	1642604158	2	67	68	64
Wed Jan 19 17:55:55 2022	1642604155	25	43	68	24
Wed Jan 19 17:55:58 2022	1642604158	19	49	68	49
Wed Jan 19 17:56:01 2022	1642604161	31	37	68	28
Wed Jan 19 17:56:04 2022	1642604164	21	48	68	37
Wed Jan 19 17:55:55 2022	1642604155	26	42	68	41
Wed Jan 19 17:55:57 2022	1642604157	17	51	68	29
Wed Jan 19 17:55:56 2022	1642604156	24	44	68	30
Wed Jan 19 17:55:54 2022	1642604154	21	47	68	38
Wed Jan 19 17:56:04 2022	1642604164	24	45	68	43
Wed Jan 19 17:55:55 2022	1642604155	22	46	68	41
Wed Jan 19 17:55:53 2022	1642604153	32	36	68	31
Wed Jan 19 17:55:56 2022	1642604156	34	34	68	18
Wed Jan 19 17:55:59 2022	1642604159	26	43	68	25
Wed Jan 19 17:55:59 2022	1642604159	35	33	68	7
Wed Jan 19 17:56:04 2022	1642604164	49	19	68	12
Wed Jan 19 17:55:53 2022	1642604153	23	46	68	39
Wed Jan 19 17:55:54 2022	1642604154	31	37	68	27
Wed Jan 19 17:55:54 2022	1642604154	17	51	68	24
Wed Jan 19 17:55:56 2022	1642604156	19	49	68	34
Wed Jan 19 17:56:02 2022	1642604162	42	26	68	13
Wed Jan 19 17:55:55 2022	1642604155	35	34	68	21
Wed Jan 19 17:55:54 2022	1642604154	1	67	68	42
Wed Jan 19 17:56:04 2022	1642604164	38	31	68	19
Wed Jan 19 17:56:02 2022	1642604162	34	35	68	26
Wed Jan 19 17:55:55 2022	1642604155	36	32	68	28
Wed Jan 19 17:56:03 2022	1642604163	37	31	68	23
Wed Jan 19 17:56:02 2022	1642604162	41	27	68	15
Wed Jan 19 17:56:07 2022	1642604167	12	57	68	28
Wed Jan 19 17:55:56 2022	1642604156	37	31	68	29
Wed Jan 19 17:56:06 2022	1642604166	7	61	68	60
Wed Jan 19 17:55:54 2022	1642604154	26	43	68	25
Wed Jan 19 17:56:00 2022	1642604160	40	28	68	26
Wed Jan 19 17:55:54 2022	1642604154	31	37	68	18
Wed Jan 19 17:56:03 2022	1642604163	36	32	68	22
Wed Jan 19 17:56:04 2022	1642604164	20	48	68	32
Wed Jan 19 17:55:56 2022	1642604156	30	39	68	29
Wed Jan 19 17:55:56 2022	1642604156	41	27	68	13
Wed Jan 19 17:56:01 2022	1642604161	18	50	68	48
Wed Jan 19 17:55:55 2022	1642604155	55	13	68	11
Wed Jan 19 17:55:57 2022	1642604157	5	63	68	41
Wed Jan 19 17:56:06 2022	1642604166	24	44	68	39
Wed Jan 19 17:56:05 2022	1642604165	21	48	68	45
Wed Jan 19 17:55:55 2022	1642604155	36	32	68	28
Wed Jan 19 17:56:01 2022	1642604161	22	47	68	39
Wed Jan 19 17:55:59 2022	1642604159	36	33	68	7
Wed Jan 19 17:56:04 2022	1642604164	25	43	68	27
Wed Jan 19 17:56:04 2022	1642604164	33	36	68	27
Wed Jan 19 17:56:02 2022	1642604162	16	52	68	40
Wed Jan 19 17:56:06 2022	1642604166	36	33	68	25
Wed Jan 19 17:56:03 2022	1642604163	30	38	68	34
Wed Jan 19 17:55:54 2022	1642604154	31	37	68	25
Wed Jan 19 17:55:54 2022	1642604154	22	47	68	42
Wed Jan 19 17:56:06 2022	1642604166	17	51	68	32
